2015-11-07 16:39:01.916246,1446932341.92,4524.74912058,7356.44104425,36.048,0.18,
2015-11-07 16:39:01.950763,1446932341.95,4524.74912058,7356.44104425,36.048,0.2,
2015-11-07 16:39:01.981113,1446932341.98,4524.74912152,7356.44104218,36.044,0.23,
2015-11-07 16:39:02.027104,1446932342.03,4524.74912263,7356.44104071,36.048,0.2,
2015-11-07 16:39:02.055993,1446932342.06,4524.74912263,7356.44104071,36.048,0.2,
2015-11-07 16:39:02.097115,1446932342.1,4524.74912224,7356.44104151,36.046,0.09,
2015-11-07 16:39:02.137308,1446932342.14,4524.74912104,7356.4410421,36.049,0.17,
2015-11-07 16:39:02.176945,1446932342.18,4524.74912021,7356.44104257,36.046,0.12,
2015-11-07 16:39:02.223492,1446932342.22,4524.7491205,7356.44104249,36.045,0.12,
2015-11-07 16:39:02.258539,1446932342.26,4524.7491205,7356.44104249,36.045,0.04,
2015-11-07 16:39:02.301278,1446932342.3,4524.74911998,7356.44104294,36.046,0.08,
2015-11-07 16:39:02.336803,1446932342.34,4524.74912064,7356.44104265,36.046,0.09,
2015-11-07 16:39:02.382528,1446932342.38,4524.74912222,7356.44104174,36.045,0.23,
2015-11-07 16:39:02.421052,1446932342.42,4524.74912255,7356.44104254,36.046,0.23,
2015-11-07 16:39:02.462751,1446932342.46,4524.74912142,7356.44104181,36.045,0.09,
2015-11-07 16:39:02.497319,1446932342.5,4524.74912142,7356.44104181,36.045,0.17,
2015-11-07 16:39:02.540590,1446932342.54,4524.74912072,7356.44104071,36.045,0.14,
2015-11-07 16:39:02.579799,1446932342.58,4524.74912012,7356.44104129,36.047,0.1,
2015-11-07 16:39:02.617228,1446932342.62,4524.74911997,7356.44104327,36.046,0.1,
2015-11-07 16:39:02.660531,1446932342.66,4524.74912075,7356.44104201,36.043,0.19,
2015-11-07 16:39:02.696016,1446932342.7,4524.74912075,7356.44104201,36.043,0.16,
2015-11-07 16:39:02.742737,1446932342.74,4524.74912107,7356.4410421,36.043,0.04,
2015-11-07 16:39:02.776812,1446932342.78,4524.74912093,7356.44104247,36.044,0.04,
2015-11-07 16:39:02.818489,1446932342.82,4524.74912017,7356.44104206,36.045,0.04,
2015-11-07 16:39:02.860677,1446932342.86,4524.74912268,7356.44104226,36.044,0.11,
2015-11-07 16:39:02.897191,1446932342.9,4524.74912268,7356.44104226,36.044,0.34,
2015-11-07 16:39:02.941838,1446932342.94,4524.74912259,7356.44104189,36.042,0.04,
2015-11-07 16:39:02.982069,1446932342.98,4524.74912359,7356.44103975,36.049,0.24,
2015-11-07 16:39:03.021051,1446932343.02,4524.74912343,7356.44104032,36.049,0.24,
2015-11-07 16:39:03.057264,1446932343.06,4524.74912343,7356.44104032,36.049,0.06,
2015-11-07 16:39:03.097789,1446932343.1,4524.7491228,7356.44104089,36.051,0.1,
2015-11-07 16:39:03.138487,1446932343.14,4524.74912336,7356.44104086,36.05,0.08,
2015-11-07 16:39:03.176555,1446932343.18,4524.74912328,7356.44103943,36.049,0.13,
2015-11-07 16:39:03.223011,1446932343.22,4524.74912161,7356.44103992,36.049,0.13,
2015-11-07 16:39:03.260064,1446932343.26,4524.74911877,7356.44104008,36.051,0.23,
2015-11-07 16:39:03.299433,1446932343.3,4524.74911877,7356.44104008,36.051,0.38,
2015-11-07 16:39:03.338251,1446932343.34,4524.74911487,7356.44103964,36.05,0.52,
2015-11-07 16:39:03.381768,1446932343.38,4524.74911013,7356.44103939,36.052,0.63,
2015-11-07 16:39:03.418460,1446932343.42,4524.74910361,7356.44103888,36.053,0.63,
2015-11-07 16:39:03.462439,1446932343.46,4524.74909626,7356.44103791,36.052,0.87,
2015-11-07 16:39:03.496727,1446932343.5,4524.74909626,7356.44103791,36.052,0.99,
2015-11-07 16:39:03.537473,1446932343.54,4524.74909355,7356.44103765,36.048,0.36,
2015-11-07 16:39:03.578648,1446932343.58,4524.74909133,7356.44103637,36.054,0.32,
2015-11-07 16:39:03.620865,1446932343.62,4524.7490888,7356.44103613,36.053,0.32,
2015-11-07 16:39:03.658811,1446932343.66,4524.7490888,7356.44103613,36.053,0.34,
2015-11-07 16:39:03.696234,1446932343.7,4524.74908475,7356.44103485,36.057,0.55,
2015-11-07 16:39:03.741055,1446932343.74,4524.7490806,7356.44103429,36.058,0.56,
2015-11-07 16:39:03.776155,1446932343.78,4524.74907439,7356.44103294,36.06,0.84,
2015-11-07 16:39:03.817973,1446932343.82,4524.74906783,7356.44103242,36.06,0.84,
2015-11-07 16:39:03.859409,1446932343.86,4524.74906783,7356.44103242,36.06,0.88,
2015-11-07 16:39:03.902762,1446932343.9,4524.74905991,7356.44103034,36.063,1.07,
2015-11-07 16:39:03.941960,1446932343.94,4524.74905099,7356.44102914,36.062,1.2,
2015-11-07 16:39:03.982520,1446932343.98,4524.74904097,7356.44102819,36.058,1.34,
2015-11-07 16:39:04.018511,1446932344.02,4524.74902955,7356.44102616,36.056,1.34,
2015-11-07 16:39:04.056421,1446932344.06,4524.74902955,7356.44102616,36.056,1.53,
2015-11-07 16:39:04.100581,1446932344.1,4524.74901839,7356.44102279,36.054,1.52,
2015-11-07 16:39:04.139375,1446932344.14,4524.74900515,7356.44101847,36.059,1.81,
2015-11-07 16:39:04.182404,1446932344.18,4524.74898904,7356.44101167,36.067,2.24,
2015-11-07 16:39:04.217120,1446932344.22,4524.74897277,7356.44100851,36.077,2.24,
2015-11-07 16:39:04.256859,1446932344.26,4524.74897277,7356.44100851,36.077,2.19,
